X1,X2,X3,TARGET
0.991066241822984,1.4628826249123714,0.03469546270037638,10.543254610176286
0.9251210878578754,-0.33599660503264317,0.2619571960950975,11.612457292520736
0.5017103418173224,0.7945805827532265,0.44574591903439786,9.252303604442485
0.9338139385617703,-0.5802610954447981,0.3371447350500685,12.352550755980475
0.12921644013599298,-0.2819146399174999,0.03622699680077068,1.5682550576512229
0.816894748546559,-0.8934794030824975,0.8194945783683033,15.402698131647114
0.4955508305711951,0.47574260422750797,0.6288123978587549,10.731335554722278
0.011422202722346508,0.8234437459099264,0.4083170856404258,3.973597962419534
0.17820829459768994,0.7744321437462612,0.465291220048343,6.132124193905544
0.23300887661658432,-1.896037683598307,0.3100822071449951,4.759380381797491
0.7390223753798757,0.20001887284345593,0.6774242577142132,13.593451029056816
0.8798915843104446,1.3161599593519424,0.10375171252129634,10.092850049997676
0.7085869623404419,0.17573063241786308,0.6139994333590171,12.656816331252482
0.20669497874388965,-0.7743636540416068,0.9837686899984959,10.820436296578581
0.4058500606930233,1.4594812590484882,0.45389797722334047,8.444858969085137
0.9147541865394997,-1.5922228797171398,0.8330171409424586,16.386936524626012
0.4242338480134784,1.0322637617912889,0.6128818998408804,10.019105512473764
0.09375143942773345,-0.8911490170210682,0.17469865788586403,2.3745447917142806
0.7629247331810128,0.006106002892370887,0.7215510090013711,14.155172296650766
0.7411107854538913,-1.113673296222582,0.6866583588231774,13.3996422615811
0.2846130267729676,1.9474746374505567,0.8724256234122458,11.092193126804117
0.39276417051854096,-0.2114973443813551,0.3272526727274757,6.86650009285374
0.16453874906787758,0.39976900178527525,0.8540659758413546,9.453125780019034
0.7753238860792819,0.6197485128727878,0.5361099114246696,12.776450872720112
0.7919886699214621,-1.0791125577178455,0.042007156433511716,8.15590838913748
0.6616487696785386,0.4158012818208415,0.03802095121031257,7.099235256969093
0.6701749044640822,0.9439098166354039,0.7820030060418544,13.98130349549643
0.8578904828207566,0.07440993470171443,0.061762206981210044,9.212120166418464
0.6699170177487429,1.1222971662806018,0.5225433590835677,11.629022331171553
0.5269199882537186,0.1729071812187666,0.030493231844757274,5.626648893381508
0.06909612856384639,0.17190160742023824,0.8257620964743357,8.204583170175596
0.38394864590482225,-0.3000364916622821,0.6123783258479296,9.374557187381775
0.741554847597431,-1.719262924955221,0.5883483107540332,12.41933414419424
0.6385067819254717,0.753996032577572,0.6652968829180191,12.537579948487364
0.6113039295816487,-1.2290754236495807,0.7849766398485862,12.98208341139497
0.08792464608208361,-0.40762789241051,0.06287545851283804,1.4115673279603678
0.07875243715089719,-0.1131515851999698,0.6324279387263536,6.495270631367308
0.21736983662838238,0.7610175281769325,0.36172384682260283,5.657619006275125
0.7500060777224027,2.1494622542641237,0.5948059563847816,13.318402851021368
0.16865072867685826,-0.9441099551767578,0.40988823034242605,5.221632001873826
0.18512268174358804,-1.448880583676901,0.8361389549550124,9.113256389337486
0.05257732026078554,-0.7778348288126807,0.6398739088155765,6.153384622121858
0.7326450709631593,-1.7260939662910124,0.45233495953524994,11.111902626386188
0.6746889230462969,-1.133630903809196,0.6614649300097235,12.529087046432188
0.14270568194551747,0.9217157160570207,0.0029743439610944167,1.674974212381211
0.4309574935508451,-1.3007244830892224,0.7127771307402897,10.537572086721104
0.0404240213230872,1.4003330267705345,0.40759883738894864,4.425792325664679
0.6001088749042721,-0.045188936260059334,0.853818769376295,13.752723673216522
0.21897701844401551,1.7211685135807526,0.12179151476188965,3.6884876761158734
0.09160081230982653,0.9960321741110457,0.6534354729091884,6.998308896656908
0.8524605808501462,-0.2591094637641211,0.9599941892881961,17.132403121354855
